AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.25,-0.74,-0.63,0.25,-2.61,-2.44
0.23,-0.73,-0.59,0.44,-4.52,-3.25
0.24,-0.72,-0.65,0.11,-1.88,-3.11
0.28,-0.75,-0.58,3.19,0.31,-2.09
0.27,-0.74,-0.62,-3.89,-4.67,-1.5
0.28,-0.73,-0.62,-0.13,-3.65,-0.33
0.25,-0.73,-0.6,-3.76,-3.54,1.27
0.23,-0.73,-0.58,1.47,-1.31,-0.17
0.25,-0.71,-0.57,-4.72,-8.01,-1.46
0.24,-0.72,-0.65,-0.34,-0.6,-0.26
0.24,-0.72,-0.6,-3.03,-1.74,-3.81
0.27,-0.73,-0.61,-3.13,-5.04,-0.77
0.25,-0.74,-0.61,-2.44,-6.2,-1.76
0.28,-0.74,-0.63,-3.13,-10.37,-1.68
0.28,-0.73,-0.59,-6.33,-7.76,2.87
0.24,-0.73,-0.64,-7.02,-10.08,3.29
0.22,-0.71,-0.65,-2.78,-6.3,-0.87
0.23,-0.71,-0.66,-0.64,-2.29,0.55
0.86,0.49,0.45,8.54,4.43,2.65
0.94,0.47,0.51,-5.11,1.21,0.76
0.76,0.45,0.44,-4.14,12.02,6.33
0.86,0.48,0.51,3.98,2.74,2.13
0.85,0.49,0.47,-1.83,-3.61,-0.02
0.89,0.46,0.49,-4.42,-9.89,-1.15
0.84,0.49,0.48,7,23.01,0.74
0.92,0.47,0.46,17.26,-2.82,11.21
0.95,0.47,0.27,21.17,-18.05,4.54
1.16,0.46,0.12,43.46,-27.96,-11.48
1.36,0.47,0.15,55.82,-24.92,11.41
1.3,0.52,0.07,68.61,-44.28,18.89
1.46,0.54,0.24,71.37,-59.92,46.52
1.28,0.58,0.22,73,-48.27,75.39
1.34,0.55,0.24,21.41,-94.24,56.94
1.22,0.63,0.11,45.96,-43.46,96.94
1.23,0.48,0.32,49.14,-49.26,91.36
1.19,0.39,0.08,62.35,-42.33,101.25
1.21,0.29,0.13,62.7,-26.04,98.23
1.18,0.19,0.11,44.38,-17.14,104.55
1.13,0.09,0.21,36.04,13.57,116.4
1.08,-0.04,-0.05,-3.52,-45.5,97.89
0.85,-0.09,-0.02,5.12,-21.45,93.19
1.14,-0.29,0.04,-7.2,-55.06,81
0.93,-0.2,-0.13,-25.44,-71.18,73.72
0.9,-0.33,-0.01,-12.39,-20.63,109.61
0.75,-0.36,-0.24,-37.92,-39.61,97.13
0.53,-0.4,-0.42,-20.93,0.4,84.03
0.67,-0.53,-0.29,10.46,-1.78,67.16
0.66,-0.6,-0.19,-21.38,-29.38,66.31
0.44,-0.59,-0.19,-39.96,-31.47,69.74
0.43,-0.66,-0.33,-68.84,-45.42,62.77
0.26,-0.61,-0.4,-64.42,-44.53,41.96
0.27,-0.65,-0.32,-65,-8.69,44.64
0.2,-0.63,-0.64,-53.26,-26.34,45
0.03,-0.58,-0.67,-34.58,-20.35,28.99
0.1,-0.6,-0.55,-28.2,-4.53,19.32
0.15,-0.64,-0.71,-23.23,-22.47,7.06
0.16,-0.59,-0.7,-19.5,-9.04,4.04
0.22,-0.61,-0.72,-13.81,-9.74,1.3
0.24,-0.61,-0.73,-7.85,-1.35,-1.88
0.33,-0.64,-0.76,-4.02,-3.29,-0.23
0.29,-0.63,-0.75,1.84,2.18,3.41
0.3,-0.62,-0.7,-0.65,-5.3,2.97
0.27,-0.61,-0.72,0.46,-4.96,0.3
0.31,-0.65,-0.7,-0.18,-0.16,4.33
0.28,-0.63,-0.73,-2.16,-10.59,2.68
0.26,-0.64,-0.69,3.29,-2.2,2.5
0.3,-0.67,-0.68,-0.03,-4.87,3.62
0.22,-0.62,-0.71,0.02,-7.66,2.72
0.23,-0.63,-0.73,-0.71,-4.57,1
0.24,-0.64,-0.69,1.44,-3.65,-0.89
0.24,-0.65,-0.72,0.36,-5.99,-6.23
0.3,-0.66,-0.66,-0.42,-3.59,-1.81
0.28,-0.66,-0.7,-1.42,-4.89,-1.68
0.29,-0.67,-0.7,-0.54,-3.18,1.08
0.25,-0.64,-0.67,-4.62,-6.08,-0.42
0.26,-0.65,-0.73,-3.72,-3.89,0.48
0.24,-0.63,-0.68,-0.18,-3.36,0.72
0.26,-0.65,-0.69,-4.88,-7.96,-7.55
0.77,0.59,0.56,-2.13,2.4,3.52
0.76,0.58,0.53,-9.41,-20.52,-2
0.69,0.61,0.56,-7.24,-18.63,4.16
0.85,0.56,0.57,-3.86,-23.11,6.68
0.77,0.53,0.63,0.08,-26.76,2.26
0.8,0.53,0.49,-4.07,-0.81,0.43
0.79,0.55,0.42,7.75,-4.41,2
0.92,0.53,0.4,15.45,25.25,9.1
1.08,0.52,0.23,24.45,20.82,28.82
1.24,0.53,0.24,62.51,-5.3,19.87
1.5,0.48,0.22,74.64,-29.57,39.03
1.38,0.62,0.4,72.41,-19.95,71.56
1.26,0.71,0.45,54.71,-33.82,82.87
1.01,0.73,0.53,9.51,-42.79,72.89
1.24,0.59,0.45,-16.05,-60.13,78.33
1.09,0.52,0.42,15.01,-51.13,105.86
1.16,0.39,0.49,14.52,-62.17,104.22
1.13,0.29,0.34,32.08,-63.98,113.45
1.05,0.19,0.32,12.46,-19.62,113.01
1.1,0.04,0.37,8.37,-36.84,119.06
1.07,-0.02,0.26,-1.8,-17,128.19
0.95,-0.09,0.15,-16.65,-34.79,109
0.89,-0.17,0.12,-4.7,-0.73,111.29
0.94,-0.34,0.08,-32.4,-38.39,104.65
0.88,-0.38,-0.04,-28.43,-18.83,101.79
0.72,-0.47,-0.03,-27.26,-18.95,99.69
0.58,-0.54,-0.05,-35.38,-16.47,89.14
0.48,-0.62,0,-57.71,-55.69,66.71
0.54,-0.69,-0.12,-63.94,-32.89,63.27
0.51,-0.7,-0.2,-63.25,-29.11,54.72
0.38,-0.68,-0.33,-65.14,-24.47,58.65
0.3,-0.67,-0.43,-63.57,-38.35,43.87
0.27,-0.67,-0.58,-52.17,-45.99,22.19
0.34,-0.7,-0.49,-40.23,-24.99,18.45
0.27,-0.66,-0.53,-54.1,-37.92,12.78
0.25,-0.63,-0.6,-59.11,-18.74,15.46
0.23,-0.61,-0.74,-49.2,-15.7,12.51
0.14,-0.61,-0.61,-21.59,-7.6,17.45
0.17,-0.62,-0.67,-23.58,-12.74,7.66
0.27,-0.6,-0.8,-14.97,-4.24,17.96
0.17,-0.56,-0.79,-10.05,-10.92,6.5
0.19,-0.59,-0.77,-6.66,-11.47,-1.1
0.21,-0.61,-0.71,-1.07,-12.58,-7.94
0.24,-0.61,-0.74,-3.97,-7.12,-2.36
0.25,-0.62,-0.72,-1.01,-8.21,-1.66
0.24,-0.61,-0.73,-3.33,-6.76,0.93
0.2,-0.61,-0.72,-0.16,-2,-0.37
0.21,-0.62,-0.7,-4.13,-7.1,-4.33
0.28,-0.65,-0.71,-3.13,-5.98,-2.36
0.23,-0.62,-0.73,-2.86,-3.54,3.06
0.24,-0.62,-0.75,-4.2,-11.64,0.05
0.22,-0.61,-0.73,-3.73,-9.79,-1.34
0.24,-0.61,-0.72,-5.81,-5.7,-0.42
0.22,-0.61,-0.74,0.22,-2.97,0.05
0.22,-0.61,-0.71,-1.58,-1.12,-1.52
0.22,-0.61,-0.76,-2.23,-5.45,-4.43
0.25,-0.6,-0.75,-0.59,-6.61,-5.19
0.24,-0.62,-0.73,1.25,-0.64,0.57
0.22,-0.61,-0.73,-0.75,-6.62,-6.21
0.24,-0.63,-0.68,1.46,-1.12,-3.22
0.94,0.55,0.01,-10.34,-20.05,-2.74
0.99,0.51,0.17,0.37,-9.32,5.83
0.91,0.56,0.15,-5.36,0.18,2.01
0.96,0.53,0.05,9.98,7.02,-1.38
0.92,0.54,0.17,8.58,18.76,-1.06
0.96,0.53,0.19,5.19,8.64,0.32
0.94,0.52,0.18,3.97,17.27,2.19
1.01,0.51,0.15,23.44,57.37,8.3
1.02,0.51,-0.06,67,109.95,12.09
1.15,0.49,0,99.55,110.93,21.31
1.16,0.51,0.05,91.31,51.87,20.71
1.4,0.48,0.1,98.38,44.56,42.61
1.27,0.51,0.32,62.54,20.4,66.18
1.4,0.53,0.31,39.9,-37.04,89.16
1.24,0.65,0.32,12.51,-32.92,81.29
1.32,0.41,0.36,3.29,-59.98,97.54
1.07,0.44,0.44,18.03,-26.62,102.02
1.3,0.28,0.33,25.89,-30.35,116.47
1.1,0.23,0.45,21.57,-16.9,129.3
1.15,0.12,0.28,-1.94,-1.61,123.45
1.09,0,0.23,-16.92,-15.74,113.17
1.05,-0.16,0.21,-6.53,-5.53,114.74
1.07,-0.24,0.22,-9.5,-31.6,106.51
1.04,-0.34,0.19,-15.36,-17.56,108.53
0.89,-0.38,0.2,-32,-25.08,100.73
0.83,-0.47,0.14,-36.53,-2.05,106.87
0.71,-0.53,0.09,-56.82,-32.72,93.52
0.58,-0.6,-0.08,-54.31,-20.79,86.91
0.54,-0.67,-0.14,-71.13,-60.6,58.37
0.71,-0.77,-0.08,-48.47,-39.93,81.95
0.32,-0.67,-0.05,-61.74,-33.76,78.59
0.28,-0.68,-0.08,-99.1,-60.15,69.83
0.1,-0.61,-0.44,-100.27,-45.3,41.25
0.26,-0.68,-0.49,-78.26,-47.95,49.54
-0.06,-0.5,-0.66,-78.63,-19.65,51.8
0.06,-0.61,-0.73,-34.05,-12.47,27.07
0.06,-0.62,-0.59,-23.75,-13.03,22.88
0.13,-0.66,-0.57,-36.64,-5.17,29.1
0.01,-0.61,-0.67,-39.78,-14.01,27.21
-0.06,-0.54,-0.77,-37.33,-9.47,14.42
0,-0.54,-0.8,-16.99,-3.59,12.94
-0.05,-0.5,-0.87,-9.41,1.81,8.55
0.01,-0.53,-0.79,2.06,-2.48,4.08
0.01,-0.52,-0.78,-2.93,-12.34,-5.19
0.05,-0.58,-0.75,2.77,-0.27,-1.52
0.02,-0.57,-0.78,0.83,-8.63,-7.95
0.08,-0.63,-0.73,1.93,-5.06,-5.71
0.06,-0.61,-0.74,5.71,-3.77,-7.19
0.11,-0.64,-0.72,2.57,-7.7,-7.51
0.08,-0.63,-0.74,3.43,-5.55,-7.14
0.09,-0.63,-0.73,-0.36,-4.11,-3.08
0.09,-0.65,-0.7,4.55,0.15,-2.46
0.06,-0.63,-0.7,-3.62,-3.69,-3.9
0.09,-0.64,-0.72,-1.65,-2.53,-0.36
0.07,-0.62,-0.72,-2.49,-7.73,-5.14
0.09,-0.62,-0.76,5.08,10.49,-5.64
0.13,-0.65,-0.71,-1.67,-0.49,-2.74
0.15,-0.63,-0.77,-6.13,-12.62,-5.77
0.11,-0.63,-0.73,1.22,1.73,2.9
0.09,-0.63,-0.74,-3.5,-6.27,-1.52
0.9,0.53,0.08,2.53,-2.69,-5.16
0.9,0.56,0.11,4.26,-5.56,-5.63
0.95,0.54,0.1,8.99,-3.28,-0.35
0.93,0.58,0.04,-1.18,-25.66,-3.65
0.98,0.54,0.09,-6.86,-36.79,-7.28
0.93,0.55,0.03,0.51,-15.96,-3.87
0.92,0.53,0.01,-6.96,-38.08,-0.51
0.91,0.58,0.09,-8.27,-3.26,-0.32
0.92,0.53,0.03,-5.42,-0.55,-2.74
0.92,0.55,0.07,-0.62,3.89,-5.74
0.9,0.56,0.05,-3.91,6.53,-4.65
0.99,0.53,0.04,10.77,52,-0.61
0.9,0.56,-0.24,36.29,48.98,-13.86
1.07,0.6,-0.24,82,100.38,-13.21
1.18,0.68,-0.12,87.21,84.53,11.02
1.4,0.56,-0.21,84.28,47.31,32.54
1.36,0.58,-0.07,104.61,5.53,59.03
1.31,0.62,0.06,78.84,14.44,83.08
1.14,0.79,0.41,27.62,-26.92,54.87
1.3,0.47,0.09,26,5.5,70.66
1.24,0.5,0.27,50.68,-30.51,99.77
1.21,0.37,0.14,28.11,-21.46,102.35
1.21,0.3,0.11,50.36,-19.92,112.16
1.2,0.24,0.15,28.51,-16.69,116.26
1.05,0.14,0.25,22.5,1.56,121.23
1.14,0.01,0.07,-7.38,-35.66,118.71
0.9,-0.1,0.1,-15.04,-38.08,100.4
1.3,-0.24,0.01,-50.96,-138.82,85.03
1.07,-0.22,-0.08,-12.91,7.1,114.81
0.9,-0.28,-0.19,-27.39,-33,113.97
0.61,-0.34,-0.3,-19.25,-22.76,94.84
0.65,-0.43,-0.15,-12.53,-35.16,100.33
0.5,-0.51,-0.19,-35.39,-46.6,83.14
0.37,-0.54,-0.21,-64.68,-65.3,65.68
0.29,-0.59,-0.28,-73.55,-70.89,52.65
0.34,-0.58,-0.41,-97.34,-32.72,55.71
0.11,-0.56,-0.58,-80.41,-32.41,46.42
0.12,-0.5,-0.45,-88.62,-14.86,22.61
0.04,-0.49,-0.78,-95.94,9.38,5.26
0.14,-0.5,-0.87,-51.88,-14.44,2.57
0.18,-0.49,-0.82,-30.98,-23.38,5.41
0.15,-0.43,-0.73,-24.92,-13.39,9.23
0.11,-0.43,-0.85,-12.55,-13.92,3.1
0.22,-0.41,-0.84,-16.21,-11.88,-2.09
0.22,-0.39,-0.91,-7.97,-3.44,0.04
0.21,-0.38,-0.91,-2.18,-2.71,4.42
0.22,-0.39,-0.86,1.03,-2.36,2.26
0.24,-0.42,-0.85,0.62,-9.22,0.29
0.21,-0.41,-0.84,-1.74,-6.21,-2.18
0.26,-0.43,-0.87,-2.1,-2.79,-3
0.25,-0.42,-0.87,3.96,2.39,1.13
0.26,-0.43,-0.86,1.82,-3.49,-1.51
0.28,-0.43,-0.8,1.23,-2.03,0.39
0.25,-0.44,-0.86,-0.71,-5.18,-2.39
0.28,-0.45,-0.83,5.8,-3.89,5.67
0.24,-0.43,-0.83,4.08,-6.57,1.94
0.26,-0.46,-0.81,1.54,-3.79,3.77
0.24,-0.44,-0.83,-0.42,-7.76,1.3
0.24,-0.45,-0.84,-0.85,-1.97,2.76
0.24,-0.44,-0.81,-0.59,-1.31,1.27
0.9,0.6,-0.03,-0.62,23.15,-14.3
0.9,0.61,0.04,-12.72,13.03,13.19
1,0.41,-0.17,-4.78,14.91,-0.99
0.88,0.62,0.04,-16.68,8.95,3.62
0.89,0.57,0.04,-10.44,14.07,-2.53
0.89,0.56,0.05,-0.45,14.68,-2.96
0.87,0.59,0.06,4.74,7.73,-4.71
0.91,0.56,-0.05,21.8,27.05,-7.77
0.99,0.58,-0.25,58.22,66.69,-12.65
1.12,0.6,-0.21,90.85,103.74,4.75
1.27,0.55,-0.38,120.49,104.98,19.74
1.29,0.63,-0.22,155.89,67.57,50.71
1.29,0.67,0.2,72.52,15.15,67.23
1.27,0.59,0.06,74.56,24.27,82.2
1.01,0.7,0.4,0.56,-7.11,73.66
1.02,0.47,0.13,-33.68,24.65,61.45
1.09,0.38,0.16,14.98,-17.15,80.9
1.27,0.25,0.22,32.06,-18.43,92.21
1.17,0.27,0.25,43.72,9.39,95.46
1.18,0.17,0.21,34.42,3.08,97.62
1.11,0.09,0.27,11.95,7.29,97.46
1.13,-0.01,0.21,4.75,-12.92,98.94
1.01,-0.06,0.24,0.75,-0.28,96.57
1.02,-0.18,0.18,-6.01,-20.04,85.88
1.03,-0.28,0.22,-11.68,-1.98,92.77
0.93,-0.34,0.17,-22.62,-13.18,83.16
0.92,-0.43,0.06,-19.25,-15.98,79.62
0.89,-0.48,0.17,-12.48,4.72,72.82
0.8,-0.52,0.22,-47.42,-12.05,70.9
0.79,-0.59,0.04,-50.53,-19.18,67.84
0.63,-0.6,0,-58.59,-20.56,66.45
0.59,-0.66,-0.09,-53.96,-39.66,59.45
0.57,-0.71,-0.19,-47.75,-26.96,47.91
0.58,-0.74,-0.15,-44.63,-36.62,41.91
0.56,-0.75,-0.21,-56.09,-43.59,42.54
0.49,-0.74,-0.24,-61.9,-40.15,43.56
0.38,-0.72,-0.41,-76.91,-61.59,30.68
0.44,-0.75,-0.42,-70.23,-54.34,36.15
0.29,-0.64,-0.48,-80.05,-44.96,39.38
0.3,-0.65,-0.66,-61.81,12.21,47.69
0.11,-0.57,-0.64,-62.8,7.7,36.87
0.15,-0.62,-0.79,-45.04,-18.59,14.4
0.13,-0.58,-0.59,-20.76,-9.02,18.49
0.11,-0.59,-0.64,-34.96,-20.76,8.49
0.1,-0.57,-0.7,-26.45,-14.44,11.8
0.08,-0.55,-0.76,-24.95,-8.53,5.61
0.16,-0.55,-0.8,-13.33,-7.84,3.34
0.13,-0.54,-0.83,-5.81,-2.56,3.74
0.17,-0.54,-0.78,-1.52,0.06,0.2
0.22,-0.55,-0.8,-3,-10.5,-2.08
0.2,-0.56,-0.8,1.05,-3.23,0.74
0.2,-0.55,-0.77,0.18,-6.7,-1.17
0.21,-0.55,-0.75,-0.04,-0.73,-0.3
0.2,-0.57,-0.8,1.69,-3.27,-2.9
0.22,-0.57,-0.75,1.83,-2.87,0.51
0.19,-0.57,-0.75,-0.41,-6.09,-2.84
0.21,-0.59,-0.75,0.16,-6.85,-0.62
0.2,-0.58,-0.78,-0.97,-5.29,-1.45
0.21,-0.58,-0.72,-0.24,-3.18,1.33
0.2,-0.59,-0.77,-4.29,-4.34,-1.39
0.9,0.59,0.15,2.46,-1,0.16
0.86,0.58,0.12,2.96,1.27,-5.04
0.9,0.6,0.19,5.03,-1.29,-6.81
0.88,0.59,0.21,4.52,7.22,-6.96
0.88,0.58,0.13,3.38,-9.15,-0.66
0.9,0.6,0.14,5.53,8.68,-6.42
0.94,0.57,-0.01,23.67,30.4,-6.15
1.05,0.6,-0.02,38.21,35.18,-2.24
1.14,0.56,-0.19,63.37,45.41,4.08
1.19,0.59,-0.1,57.9,16.21,16.32
1.26,0.58,-0.04,63.61,6.7,34.93
1.15,0.62,0.09,46.19,-29.91,50.29
1.15,0.59,0.04,55.34,-22.95,59.09
1.08,0.64,0.15,52.06,26.27,56.91
1.17,0.53,0.02,19.22,-35.37,62.74
1.12,0.54,0.18,22.76,-2.85,72.33
1.2,0.36,-0.2,16.01,-69.13,86.15
1.2,0.41,0.14,42.46,-28.39,81.16
1.14,0.29,-0.04,45.28,-31.24,78.67
1.11,0.25,0.07,39.55,-0.87,87.25
1.09,0.14,0.02,32.32,-2.19,90.26
1.05,0.04,-0.07,43.47,15.76,88.87
1.06,-0.04,0.09,23.1,-14.84,87.66
1.08,-0.2,-0.06,12.38,2.7,85.55
1.25,-0.26,-0.1,8.17,-46.26,86.85
1.28,-0.28,0.03,18.39,-22.37,93.12
1.02,-0.26,0.14,-4.85,-25.93,114
0.74,-0.3,-0.02,-35.08,-45.58,105.51
0.63,-0.41,-0.11,-45.95,-55.04,94.08
0.58,-0.5,-0.1,-51.29,-49.68,86.03
0.57,-0.55,-0.23,-67.14,-57.81,64.43
0.45,-0.56,-0.23,-62.46,-43.5,77.59
0.22,-0.52,-0.25,-81.11,-30.65,61.19
0.21,-0.58,-0.44,-92.29,-49.4,49.08
0.14,-0.57,-0.67,-70.14,-8.42,51
0,-0.51,-0.74,-42.76,-13.66,36.43
0.01,-0.52,-0.87,-17.53,-4.74,16.85
0.03,-0.54,-0.66,1.24,1.06,-5.62
0.2,-0.57,-0.76,-15.83,-15.6,-6.8
0.25,-0.56,-0.79,-3.08,-13.13,-9.81
0.27,-0.59,-0.78,2.83,-7.21,-10.54
0.33,-0.6,-0.72,0.33,-2.58,-6.13
0.37,-0.61,-0.73,3.07,-8.25,-2.7
0.33,-0.62,-0.72,4.54,1.76,1.13
0.35,-0.61,-0.69,6.63,-4.01,0.68
0.36,-0.64,-0.68,5.74,-0.5,2.68
0.33,-0.64,-0.66,-0.16,-2.36,2.74
0.34,-0.64,-0.7,-1.33,0.4,2.22
0.26,-0.63,-0.69,3.63,-4.11,-2.36
0.33,-0.63,-0.67,6.19,-2.94,-8.37
0.38,-0.66,-0.65,6,-1.02,-3.68
0.37,-0.65,-0.68,-1.6,-0.08,-0.52
0.34,-0.63,-0.66,-1.33,-5.53,-0.55
0.36,-0.65,-0.65,-2.97,-1.85,1.81
0.34,-0.63,-0.67,-2.39,-1.89,-1.19
0.33,-0.64,-0.67,-2.67,-3.87,0.22
0.33,-0.65,-0.67,0.25,-6.46,0.07
0.32,-0.65,-0.69,-4.9,-0.96,-0.71
0.33,-0.64,-0.66,-1.67,-5.08,-0.47
0.36,-0.64,-0.65,-2.91,-4.07,1.76
1.09,0.51,0.11,-14.25,-20.93,-24.76
0.97,0.57,0.12,-7.65,-15.58,-17.31
0.95,0.57,0.16,-13.03,-21.65,-7.1
0.89,0.6,0.09,-14.52,-15.37,-5.19
0.87,0.61,0.15,-6.2,-22.84,-4.4
0.86,0.61,0.12,-6.67,-0.8,-2.76
0.86,0.62,0.13,4.73,6.88,-6.95
0.91,0.6,0.07,12.45,14.42,-4.23
1.01,0.63,-0.12,50.41,111.15,5.22
1.06,0.65,-0.21,77.24,52.67,2.25
1.31,0.63,-0.11,63.61,18.66,17.54
1.35,0.65,-0.24,88.35,44.38,43.39
1.31,0.67,0.05,79.71,-15.2,65.29
1.3,0.67,0.1,50.16,-44.73,77.66
1.41,0.54,0.1,34.48,-46.2,81.23
1.35,0.49,0.11,68.29,-28.45,115.09
1.36,0.48,0.27,30.52,-47.93,122.34
1.3,0.39,0.09,35.79,-47.63,131.92
1.19,0.29,0.07,44.68,-7.85,143.13
1.12,0.17,0.14,46.62,-23.62,135.16
1,0.08,0.11,34.66,6.9,142.08
0.97,-0.09,0.08,15.05,-32.31,126.97
0.79,-0.2,-0.06,-8.72,-35.73,114.06
0.81,-0.34,-0.05,0.09,-11.69,98.65
0.69,-0.43,-0.12,-35.5,-71.6,83.02
0.7,-0.52,-0.28,-13.34,-26.92,69.55
0.61,-0.55,-0.15,-21.67,-75.03,67.03
0.4,-0.61,-0.12,-23.81,-38.92,74.33
0.31,-0.62,-0.27,-55.33,-86.93,49.07
0.54,-0.73,-0.39,-44.71,-34.92,42.7
0.33,-0.68,-0.34,-34.9,-35.4,55.29
0.27,-0.68,-0.38,-57.76,-58.17,42.06
0.25,-0.66,-0.52,-62.52,-40.48,45.23
0.11,-0.63,-0.58,-46.42,-24.98,45.27
-0.21,-0.51,-0.64,-53.97,-6.81,12.91
0.14,-0.63,-0.66,-42.61,-40.26,-18.94
0.15,-0.63,-0.75,-18.84,-3.24,12.97
0.04,-0.55,-0.75,-20.07,-14.02,12.13
0.05,-0.54,-0.86,-10.78,-15.01,4.9
0.1,-0.58,-0.8,0.03,3.32,2.75
0.16,-0.58,-0.82,0.51,-3.25,0.04
0.14,-0.59,-0.77,3.22,-4.38,0.64
0.17,-0.62,-0.7,4.26,-1.37,3.26
0.14,-0.62,-0.74,-2.62,-12.03,-1.68
0.16,-0.62,-0.7,2.12,-8.03,0.71
0.12,-0.62,-0.7,-2.18,-1.09,2.55
0.19,-0.64,-0.76,-0.81,-5.04,-0.01
0.14,-0.62,-0.71,-1.02,-6.61,1.88
0.14,-0.61,-0.77,-4.96,-7.92,-1.41
0.17,-0.63,-0.75,4.99,2.72,2.44
0.13,-0.62,-0.73,0.03,-2.73,0.61
0.16,-0.62,-0.71,1.67,-6.68,-2.67
0.18,-0.64,-0.72,-3.76,-6.31,1.1
0.1,-0.6,-0.74,-5.98,-8.33,-6.32
0.19,-0.65,-0.74,-0.22,-0.92,-1.18
0.16,-0.63,-0.71,-2.05,-9.38,-1.84
0.12,-0.62,-0.72,1.19,-2.32,0.61
0.19,-0.64,-0.75,-3.65,-15.09,-3.58
0.14,-0.6,-0.77,-3.72,-10.86,0.42
0.12,-0.6,-0.79,0.42,-0.84,-0.94
0.74,0.56,0.7,4.99,-10.71,-3.11
0.73,0.6,0.6,10.3,30.89,-1.47
0.67,0.6,0.55,16.91,21.7,-21.89
0.71,0.6,0.62,6.27,8.78,-21.1
0.67,0.61,0.57,7.5,11.27,-6.06
0.76,0.6,0.6,20.21,4.72,1.94
0.79,0.66,0.48,25.69,9.49,8.51
1.14,0.56,0.13,45.38,-22.31,22.55
1.23,0.72,0.49,83.39,-6.68,39.65
1.32,0.67,0.46,44.76,-48.82,39.53
1.42,0.68,0.47,67.4,-55.99,68.08
1.25,0.79,0.53,60.35,-73.85,93.37
1.12,0.89,0.51,-0.7,-52.18,91.92
1.08,0.66,0.29,9.22,-27.66,111.29
0.94,0.66,0.53,11.22,-27.99,123.1
1.06,0.46,0.31,4.94,-27.04,122.5
1.04,0.33,0.2,18.84,-29.34,112.94
1.08,0.26,0.32,17.16,12.5,115.83
0.97,0.15,0.24,25.61,19.69,111.63
1.02,0.03,0.27,0.58,-14.15,105.68
1.04,-0.09,0.32,1.32,-18.33,103.16
1.02,-0.18,0.22,-15.23,-7.97,104.03
0.98,-0.3,0.23,-13.64,0.15,96.45
0.77,-0.22,0.07,-26.93,-26.48,87.69
0.92,-0.46,0.18,-29.53,-35.93,90.38
0.78,-0.5,0.08,-44.95,-60.07,82.46
0.91,-0.64,0.07,-38.2,-20.71,98.68
0.37,-0.56,-0.16,-38.89,-33.47,90.49
0.6,-0.68,0,-68.61,-75.22,60.78
0.24,-0.66,-0.13,-90.94,-91.44,50.13
0.23,-0.65,-0.11,-112.94,-123.31,32.55
0.3,-0.66,-0.32,-99.5,-105.53,31.53
0.1,-0.63,-0.47,-86.2,-31.03,42.21
0.09,-0.6,-0.74,-59.4,-8.34,21.4
0.05,-0.58,-0.77,-25.03,-21.14,10.43
0.16,-0.63,-0.73,-19.94,-3.22,13.64
0.1,-0.6,-0.79,-20.6,-30.61,2.26
0.21,-0.62,-0.79,2.32,0.75,5.59
0.13,-0.61,-0.67,-5.57,-10.92,1.65
0.22,-0.64,-0.71,-0.45,2.22,-0.11
0.18,-0.63,-0.7,-6.3,-4.88,-1.45
0.23,-0.65,-0.73,1.29,2.6,-1.03
0.23,-0.63,-0.68,-1.12,-9.4,-5.19
0.21,-0.64,-0.76,-2.74,-13.03,-7.53
0.27,-0.64,-0.69,1.18,-6.84,-1.76
0.23,-0.67,-0.73,1.51,-11.79,-2.7
0.24,-0.66,-0.67,3.64,1.93,-0.49
0.24,-0.66,-0.69,0.43,-3.99,-2.79
0.26,-0.66,-0.71,-0.05,-5.1,-3.28
0.24,-0.66,-0.72,3.61,5.77,-0.28
0.27,-0.67,-0.67,2.25,-4,0.45
0.22,-0.67,-0.69,2.03,-3.11,0.83
0.24,-0.66,-0.67,-3.41,-2.75,-0.39
0.22,-0.66,-0.68,-2.33,-5.13,-2.55
0.25,-0.66,-0.69,-2.2,-0.85,-2.62
0.24,-0.67,-0.69,-0.38,-2.92,-1.16
0.24,-0.66,-0.67,-1.29,-3.43,-0.17
0.23,-0.67,-0.67,-1.22,0.57,-3.16
0.28,-0.67,-0.67,-1.75,-1.51,-2.15
0.25,-0.67,-0.67,-1.3,-5.62,-1.31
0.89,0.55,0.3,15.14,46.34,16.65
0.88,0.56,0.53,7.58,8.98,13.23
0.85,0.5,0.24,19.75,69.95,7.29
0.87,0.57,0.55,14.01,26.67,11.03
0.85,0.58,0.5,5.98,99.32,-0.63
0.81,0.48,0.45,-1.69,65.27,-10.48
0.79,0.52,0.43,-0.63,19.05,0.72
0.88,0.54,0.33,13.23,-43.01,18.23
1.1,0.52,0.32,44.04,-35.6,28.63
1.1,0.58,0.32,42.48,15.69,24.35
1.29,0.58,0.18,65.33,20.37,36.24
1.19,0.62,0.39,54.41,9.77,64.5
1.38,0.57,0.25,21.78,-85.64,109.74
1.1,0.6,0.6,63.91,-3.31,92.74
1.16,0.43,0.34,13.19,-59.87,75.84
1.26,0.38,0.5,12.92,-49.09,81
1.17,0.28,0.54,7.03,-67.59,98.13
1.27,0.26,0.36,6.71,-42.24,78.15
1.15,0.22,0.24,9.75,-42.98,95.92
1.24,0.14,0.42,10.33,-22.89,114.56
1.05,0.04,0.2,3.68,-29.21,111.62
1.01,-0.06,0.24,15.8,-10.84,118.95
0.89,-0.18,0.1,1.13,-14.46,102.36
1.08,-0.33,0.09,-3.26,-65.04,72.19
