AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.94,-0.27,0.98,-6.34,-9.37,-32.99
1.1,-0.34,1.19,43.6,36.4,-34.84
0.92,-0.27,0.94,86.86,1.73,-76.7
0.99,-0.2,1.18,98.17,-30.46,-80.99
1.15,-0.37,1.16,119.71,-29.14,-118.92
0.85,-0.27,0.75,235.13,-10.66,-178.65
0.28,0.09,0.2,179.93,-64.42,-170.29
0.39,0.34,0.07,158.87,-41.18,-163.31
0.93,0.21,0.46,152.14,41.73,-159.55
0.2,-0.1,0.05,244.97,-44.54,-245.27
-0.13,-0.29,-0.3,250.69,-22.89,-249.35
-0.5,-0.3,-0.93,250.69,-7.06,-212.86
-1.09,0.5,-1.65,118.57,-14.9,-213.27
-1.29,0.6,-0.88,62.51,-8.6,-95.48
-0.91,0.47,-1.16,43.5,10.73,-4.3
-0.69,0.4,-0.93,29.82,-5.54,-13.48
-0.67,0.46,-1.04,16.03,-6.02,0.31
-0.55,0.43,-0.8,-2.12,-15.15,10.18
-0.53,0.36,-0.71,-4.55,-19.63,17.49
-0.41,0.32,-0.66,5.68,-6.89,11.96
-0.43,0.36,-0.76,9.17,-9.18,-0.48
-0.43,0.37,-0.73,0.14,4.78,6.21
-0.41,0.38,-0.74,-10.13,6.01,10.55
-0.35,0.36,-0.66,1.02,7.56,-5.34
-0.47,-0.84,0.22,-8.78,-16.71,10.16
-0.47,-0.82,0.2,-2.88,-13.52,8.79
-0.48,-0.83,0.18,-1.75,-5.92,9.03
-0.49,-0.83,0.19,-4.51,-6.36,3.97
-0.47,-0.82,0.17,-5.25,-10.66,2.34
-0.49,-0.82,0.19,-3.9,-4.93,1.43
-0.5,-0.82,0.2,-3.29,2.05,3
-0.6,-0.8,0.2,1.07,1.76,1.52
-1,-0.68,0.19,-24.65,-121.9,51.39
-1.05,-0.72,0.2,-7.89,-60.02,104.35
-1.28,-0.6,0.17,-11.16,-128.34,146.13
-1.16,-0.66,0.3,-9.88,-143.81,169.48
-1.27,-0.56,0.46,36.39,-102.95,167.23
-1.14,-0.42,0.52,32,-97.76,180.23
-1.03,-0.32,0.67,-1.04,-6.29,168.4
-1.09,-0.35,0.82,-45.18,-1.09,186.66
-1.06,-0.22,0.87,-23.75,131.69,191.75
-1.05,-0.27,0.86,-25.72,79.93,224.74
-1.09,-0.1,0.7,-14.93,56.41,218.64
-0.99,-0.33,0.79,2,8.79,197.34
-0.76,0.11,-0.02,59.14,98.35,250.92
-0.37,0.18,-0.32,-4.88,-2.26,238.65
-0.04,0.21,-0.09,-36.98,-2.14,222.64
-0.22,0.22,-0.07,-48.23,22.44,244.9
0.21,0.09,-0.14,13.14,94.43,250.92
0.22,0.06,0.11,-61.66,67.86,243.23
0.61,0.08,0.52,-111.48,53.15,235.68
0.93,0.05,0.43,-134.44,8.76,201.2
1.3,-0.09,0.71,-126.75,25.98,166.58
1.33,-0.51,1.07,-171.14,-17.15,172.83
1.42,-0.56,1.24,-108.71,-37.85,126.97
0.94,-0.28,0.89,26.58,20.26,-60.32
0.72,-0.1,0.66,25.67,8.47,5.19
0.83,-0.07,0.62,-6.51,-6.62,-9.84
0.85,-0.16,0.77,-16.11,-10.35,11.27
0.94,-0.21,0.78,-5.68,-1.2,-6.58
0.94,-0.25,0.85,12.66,-2.8,-22.37
1.08,-0.49,0.9,36.12,-10.87,-4.48
1.16,-0.31,0.93,83.66,-0.47,-82.54
1.16,-0.26,0.97,74.03,8.31,-92.86
1.02,-0.17,0.87,115.72,31.34,-109.47
0.86,-0.08,0.93,150.15,-14.04,-154.73
0.86,-0.29,0.66,194.64,-55.6,-148.18
0.58,-0.26,0.43,249.61,-12.11,-241.88
0.16,-0.31,0.16,250.69,-156.21,-249.35
-0.17,-0.17,-0.41,207.15,-63,-249.35
-0.43,-0.33,-0.58,233.9,129.57,-249.35
-0.65,-0.14,-1.43,250.69,131,-214.65
-1.38,0.2,-1.07,126.72,87.4,-157.19
-1.22,0.38,-1.35,98.86,-5.53,-31.84
-0.52,0.29,-1.17,20.77,-10.35,0.46
-0.42,0.26,-1.17,46.03,-5.31,-14.37
-0.58,0.31,-1.14,0.03,-31.06,-29.67
-0.62,0.28,-0.92,-8.84,-27.11,-9.92
-0.54,0.25,-0.87,-9.82,3.25,8.96
-0.48,0.24,-0.77,-14.39,-12.82,9.57
-0.45,0.26,-0.73,-14.62,-18.98,2.32
-0.45,0.26,-0.7,-15.68,-11.85,2.79
-0.48,0.26,-0.67,-3.3,-8.34,2.18
-0.46,0.27,-0.7,-1.58,-11.13,-2.13
-0.38,-0.87,0.26,-3.94,-8.05,2.42
-0.38,-0.87,0.26,-4.78,-10.62,2.61
-0.39,-0.87,0.26,-2.68,-4.08,4.17
-0.38,-0.87,0.25,-6.81,-11.51,1.63
-0.39,-0.88,0.29,-5.17,-5.66,1.06
-0.4,-0.87,0.28,-2.25,-4.24,2.01
-0.39,-0.87,0.28,-2.28,-3.53,0.14
-0.45,-0.85,0.29,1.27,-0.08,4.54
-0.67,-0.84,0.28,9.24,-10.5,11.06
-0.92,-0.98,0.08,5.69,-70.54,33.8
-1.14,-0.84,0.33,8.81,-111.93,76.01
-1.05,-0.88,0.51,34.45,-31.08,129.23
-0.97,-0.89,0.6,64.29,-28.69,152.28
-1.02,-0.8,0.61,24.06,-95.44,174.11
-0.85,-0.76,0.61,55.58,-65.38,168.84
-0.88,-0.6,0.69,36.92,-26.31,155.13
-0.85,-0.44,0.75,43.61,-4.39,162.42
-0.97,-0.27,0.93,23.06,44.42,193.94
-0.93,-0.29,1.12,32.46,69.89,218.54
-0.82,-0.2,0.78,44.29,96.71,250.92
-0.74,-0.14,0.55,-97.05,248.13,218.9
-0.84,0.04,-0.09,-157.36,248.13,250.92
-0.59,-0.1,-0.21,-97.23,170.15,250.92
-0.29,0,-0.16,-150.63,148.45,250.92
0.27,-0.02,0.08,-109.42,-48.84,188.21
0.36,0.18,0.55,-0.47,-8.92,141.96
0.71,0.35,0.44,-117.13,-101.77,144.49
0.7,0.44,0.36,-95.77,-77.34,142.04
1.12,0.34,0.43,-114.39,-66.22,164.5
1.44,0.04,0.73,-156.39,9.77,177.48
1.48,-0.08,1.04,-112.85,-24.63,136.55
1.04,0.07,0.79,-20.52,42.59,-2.1
0.8,0.13,0.7,-12.14,31.3,-1.16
0.9,0.1,0.72,-15.98,-30.99,12.45
0.95,0.11,0.67,-13.44,2.04,16.08
0.92,0.11,0.65,-17.96,-16.55,-4.81
0.87,0.09,0.65,-13.83,-8.92,3.67
0.96,0.04,0.71,-26.63,-7.08,6.77
0.94,0.07,0.68,-11.33,-3.21,-10.3
1.14,-0.04,0.76,-3.71,44.77,-8.65
1.1,-0.16,1.02,25.31,102.63,-26.83
1.08,-0.25,1.19,77.03,67.47,-38.52
1.04,-0.12,1.11,129.71,35.04,-107
0.85,-0.04,0.99,148.09,52.22,-121.76
0.75,0.01,0.78,145.78,54.67,-134.3
0.27,0.13,0.55,191.82,14.3,-162.62
0.08,0.27,0.05,179.15,-41.83,-143.14
0.37,0.22,0.4,208.5,-62.03,-151.06
0.19,0.07,-0.04,222.83,-103.4,-227.52
-0.09,-0.17,-0.33,199.42,-103.54,-249.35
-0.59,-0.08,-0.96,195.66,231.13,-178
-0.66,0.12,-1.13,180.67,192.95,-130.47
-1.48,0.56,-1.23,88.61,-33.21,-131.82
-0.92,0.48,-1.19,92.09,48.94,23.48
-0.64,0.46,-1.29,45.05,-24.39,-7.77
-0.59,0.46,-1.13,32.25,-1.11,5.67
-0.56,0.4,-0.97,-4.07,-15,6.48
-0.51,0.35,-0.74,-11.6,-11.35,5.37
-0.46,0.35,-0.75,-3.88,-0.02,15.77
-0.37,0.34,-0.71,-7.92,-13.76,4.54
-0.43,-0.83,0.23,-8.49,-6.46,0.39
-0.43,-0.83,0.24,-6.56,-4.11,-5.84
-0.46,-0.83,0.27,-9.85,-4.46,-7.27
-0.49,-0.82,0.24,-0.73,-0.97,2.06
-0.42,-0.82,0.23,-9.76,-10.77,-10.08
-0.46,-0.84,0.23,-4.69,-7.44,-9.42
-0.53,-0.81,0.26,3.47,10.94,9.12
-0.72,-0.81,0.37,19.46,-20.98,20.11
-1.01,-0.77,0.33,35.94,-80.05,66.29
-1.06,-0.73,0.45,92.26,-163.2,166.62
-1.03,-0.59,0.47,87.71,-172.76,172.25
-1.08,-0.42,0.71,53.74,-87.88,167.27
-1.04,-0.35,0.95,38.93,-97.05,188.55
-0.93,-0.25,1.09,44.7,-7.97,190.35
-0.86,-0.24,1.2,55.42,15.34,161.72
-0.89,-0.16,1.21,91.29,32.74,157.75
-0.83,-0.13,1.13,79.9,88.21,179.14
-0.93,-0.04,0.98,99.89,49.32,187.31
-0.84,-0.01,0.89,97.07,62.82,215.1
-0.82,0.06,0.51,107.04,41.51,223.99
-0.44,0.25,0.09,128.76,98.26,250.92
0.05,0.31,0.12,34.25,-57.08,245.22
0.04,0.41,0.11,15.9,84.4,189.87
0.15,0.38,0.22,31.08,6.09,192.52
0.24,0.29,0.16,43.03,41.95,211.68
0.27,0.16,-0.05,26.48,53.21,242.53
0.55,-0.01,0.05,-10.76,37.31,227.86
1.01,-0.2,-0.12,14.57,69.18,216.42
1.49,-0.38,0.03,-85.75,104.56,250.92
1.81,-0.74,0.62,-97.2,36.57,191.23
1.88,-0.67,0.78,-49.74,11.15,36.94
1.04,-0.21,0.55,0.28,-14.44,-109.82
0.81,0,0.42,26.51,20.23,-43.52
0.93,-0.07,0.37,8.41,13.73,22.97
1.06,-0.13,0.48,5.62,-2.09,14.02
1.05,-0.14,0.37,-3.08,3.98,2.58
1.09,-0.15,0.47,-5.96,-7.15,-11.82
1.16,-0.21,0.45,-3,0.82,-20.87
1.33,-0.39,0.49,-12.54,-29.76,-46.26
1.41,-0.32,0.55,39.02,31.81,-97
1.4,-0.37,0.59,25.39,9.41,-141.61
1.21,-0.21,0.49,41.03,58.51,-180.16
1.16,-0.06,0.59,72.65,70.93,-208.84
0.61,0.01,0.4,75.58,-5.71,-249.35
0.51,0.12,0.32,156.99,40.6,-240.01
0.28,0.08,0.09,172.84,105.4,-208.63
-0.01,-0.04,-0.18,227.62,20.89,-214.58
-0.37,-0.24,-0.52,250.69,185.76,-246.01
-0.9,0.3,-1.16,250.31,-54.22,-180.19
-1.12,0.69,-1.01,45.33,100.35,-191.97
-0.87,0.6,-0.73,16.51,-90.99,-61.35
-0.77,0.62,-1.03,36.09,20.43,-9.06
-0.68,0.56,-0.86,17.69,-29.15,-18.04
-0.67,0.56,-0.83,-5.36,-8.77,-11.81
-0.6,0.52,-0.64,-15.88,-15.43,-3.92
-0.55,0.51,-0.63,-1.59,2.5,4.06
-0.47,0.5,-0.54,-13.79,-17.67,7.74
-0.47,0.52,-0.54,-2.13,-1.31,4.71
-0.5,0.52,-0.55,-12.77,-14.86,-2.68
-0.5,0.53,-0.53,-1.43,-0.55,-2.75
-0.53,-0.74,0.28,-13.59,-14.22,3.91
-0.54,-0.75,0.3,-10.25,-7.32,0.83
-0.53,-0.76,0.29,-5.77,-1.91,-4.74
-0.53,-0.75,0.29,-3.84,1.84,-3.43
-0.51,-0.75,0.25,-10.27,-4.18,-8.16
-0.53,-0.78,0.29,-11.76,8.34,-14.03
-0.73,-0.76,0.41,1.34,-11.26,-5.61
-1.12,-0.58,0.42,37.3,-39.15,29.77
-1.32,-0.53,0.44,54.51,-71.21,82.16
-1.38,-0.61,0.59,80.35,-48.92,117.16
-1.38,-0.55,0.51,55.45,-104.04,161.12
-1.24,-0.51,0.71,52.18,-84.2,213.73
-1.03,-0.52,1,35.72,-33.64,197.51
-0.98,-0.45,1.21,82.02,22.2,209.49
-0.94,-0.35,1.13,98.2,-4.23,195.84
-0.85,-0.22,0.93,90.45,72.39,250.92
-0.89,-0.16,0.69,71.75,66.04,250.92
-0.72,0.11,0.49,70.19,84.71,203.81
-0.47,-0.09,0.08,89,141.04,250.92
-0.21,0.18,0.08,30.76,47.98,250.92
0.09,0.32,-0.07,19.06,50.12,222.64
0.2,0.38,-0.03,-18.98,6.71,200.22
0.49,0.34,0.01,-43.58,2.41,186.58
0.59,0.29,0.2,-61.78,-33.4,173.5
0.76,0.23,0.16,-35.67,-25.72,172.69
0.89,0.2,0.12,-45.91,-8.08,184.75
1.28,-0.07,0.21,-0.37,99.76,191.19
1.59,-0.28,0.37,-82.19,30.01,171.49
1.77,-0.46,0.6,-85.74,-10.31,83.67
1.32,-0.15,0.69,-4.78,-3.51,-37.59
0.84,0.02,0.42,15.48,-44.11,-64.27
0.93,0.05,0.26,18.87,13.23,13.73
1.09,0.04,0.38,5.05,11.8,10.37
1.21,-0.07,0.36,-1.97,0.17,-10.48
1.24,-0.1,0.53,9.31,29.4,-27.7
1.22,-0.19,0.64,24.4,7.8,-45.66
1.29,-0.12,0.56,72.8,35.39,-59.47
1.49,-0.26,0.64,83.66,55.73,-74.21
1.25,-0.17,0.48,119.01,46.65,-152.89
0.93,-0.08,0.53,146.48,-14.57,-212.21
0.45,0.07,0.28,150.51,-10.83,-249.35
0.08,0.11,0.31,174.01,3.34,-234.22
0.03,0.07,-0.02,225.38,-5.76,-235.63
-0.08,-0.01,-0.42,246.19,-8.56,-248.45
-0.36,0.01,-1.1,248.39,107.96,-206.24
-0.61,0.32,-1.48,219.25,121.21,-170.03
-0.98,0.5,-1.05,21.38,-88.26,-167.42
-1.03,0.56,-1.2,49.65,10.4,-39.62
-0.65,0.48,-1.05,25.48,-10.79,4.07
-0.51,0.47,-1.07,15.83,-13,10.64
-0.44,0.46,-0.97,-11,-2.23,1.34
-0.42,0.43,-0.78,-14.97,-18.66,-4.27
-0.44,0.43,-0.71,-12.62,-1.78,4.35
-0.4,0.4,-0.65,-12.78,-17.98,0.18
-0.39,0.4,-0.63,-10.88,-8.97,-3.93
-0.44,0.42,-0.65,-4.84,-5.73,-2.76
-0.42,0.42,-0.65,-0.62,-10.76,-5.76
-0.45,0.44,-0.72,0.35,-7.48,-3.94
-0.47,0.42,-0.66,-7.26,-15.59,-0.69
-0.49,0.39,-0.64,-7.04,-15.96,-1.81
-0.57,-0.75,0.25,-5.12,-4.71,0.32
-0.58,-0.72,0.25,-2.27,-4.44,2.45
-0.57,-0.75,0.25,-8.36,-8.03,3.71
-0.56,-0.74,0.26,-10.69,-9.81,-2.98
-0.62,-0.74,0.29,-1.04,-13.69,9.16
-0.6,-0.67,0.22,-19.07,-28.98,2.26
-0.79,-0.67,0.33,-1.18,-24.23,2.85
-1.06,-0.59,0.3,10.03,-53.49,35.35
-1.19,-0.52,0.32,3.39,-82.27,78.36
-1.25,-0.47,0.39,-4.41,-190.83,125.03
-0.99,-0.58,0.79,28.78,-67.92,131.39
-1.1,-0.56,0.86,86.24,-74.53,148.86
-0.98,-0.52,0.76,57.59,-89.38,146.58
-0.91,-0.39,0.89,63.12,-29.53,161
-0.83,-0.29,0.98,69.68,3.54,148.1
-0.79,-0.13,1.09,90.93,18.47,157.87
-0.76,-0.01,0.99,96.65,67.36,157.59
-0.73,0.13,0.89,36.42,31.7,162.94
-0.65,0.17,0.63,47.35,74.18,161.17
-0.7,0.16,0.37,36.53,96.28,168.94
-0.62,0.13,0.15,38.22,64.08,192.32
-0.38,-0.01,-0.35,83.41,124.41,250.92
-0.05,0.01,-0.02,28.19,104.85,250.92
0.11,0.14,0.1,-8.7,89.08,250.92
0.55,0.15,0.21,-20.78,18.34,213.51
0.8,0.29,0.28,-55.76,-44.85,165.52
0.97,0.37,0.24,-16.18,-26.7,162.55
1.31,0.14,0.12,24.05,-10.69,178.81
1.48,0.08,0.45,-71.17,81.46,132.58
1.48,-0.02,0.69,-64.33,1.8,54.33
1.26,0.11,0.61,-12.81,27.02,-14.18
0.95,0.26,0.48,-7.65,-10.19,-28.03
0.89,0.3,0.49,2.37,-12.47,2.35
0.98,0.23,0.39,-13.32,-10.14,15.55
1.08,0.17,0.45,-9.35,-5.88,10.52
1.12,0.12,0.46,-12.25,6.38,-1.4
1.17,-0.05,0.52,-11.68,8.34,-0.49
1.57,-0.28,0.81,33.86,100.4,14.54
1.45,-0.28,0.79,69.99,24.98,-95.15
1.11,0.04,0.58,78.46,5.18,-199.65
0.76,0.24,0.47,67.28,-8.34,-207.92
0.49,0.41,0.41,128.35,-33.38,-208.66
0.57,0.38,0.38,89.41,-32.94,-183.01
0.61,0.23,-0.03,127.48,-4.59,-230.62
0.08,0.01,-0.1,103.54,-54.61,-249.35
-0.39,-0.12,-0.3,90.1,-106.02,-249.35
-0.93,-0.04,-0.38,8.83,57.49,-249.35
-1.6,0.28,-0.14,-22.82,-90.9,-249.35
-1.41,0.36,0.44,-34.85,-27.05,-138.88
-1.4,0.37,0.03,40.4,4.82,-47.32
-1.24,0.35,0,5.19,-38.53,-41.91
-1.26,0.39,-0.01,22.27,14.59,-26.57
-1.14,0.34,0.04,-8.71,-15.44,-3.67
-1.02,0.3,0.09,-8.68,-3.52,1.22
-0.92,0.29,0.07,8.66,-1.32,4.84
-0.88,0.28,0.05,0.03,-19.28,7.98
-0.87,0.27,0.06,-0.2,-5.07,8.48
-0.85,0.27,0.07,5.03,4.27,2.62
-0.88,0.29,0.02,-5.04,-21.35,-3.55
-0.87,0.3,0.04,4.94,3.23,1.9
-0.64,-0.67,0.28,-2.55,-10.06,3.61
-0.64,-0.68,0.26,-9.72,-9.13,-0.03
-0.67,-0.66,0.31,-8.19,-13.28,1.21
-0.65,-0.69,0.26,-3.26,-9.62,-1.38
-0.62,-0.68,0.26,0.07,-11.67,2.51
-0.63,-0.67,0.29,-15.75,-16.71,-2.21
-0.77,-0.58,0.34,-9.99,-26.9,-2.05
-1.09,-0.43,0.25,-4.19,-46.31,25.54
-1.3,-0.35,0.33,-25.22,-85.5,76.19
-1.32,-0.41,0.53,-5.53,-60.47,120.84
-1.44,-0.47,0.65,42.99,-65.93,142.81
-1.29,-0.5,0.74,53.84,-69.05,196.13
-1.19,-0.46,0.7,33.4,-77.86,193.77
-1.09,-0.3,0.83,45.6,-18.63,197.05
-1,-0.19,0.77,58.37,62.31,199.92
-0.88,-0.1,0.92,14.93,52.36,218.79
-0.85,0.06,0.9,70.03,18.98,201
-0.83,0.23,0.71,73,41.21,160.75
-0.73,0.38,0.44,75.82,38.31,166.9
-0.62,0.27,0.2,73.9,-4.08,159.48
-0.37,0.28,0.11,43.95,-27.81,181.34
-0.24,-0.12,-0.15,45.04,-35.73,235.1
-0.11,0.18,-0.08,14.84,-48.72,213.35
0.2,0.18,-0.09,40.8,-46.2,226.48
0.47,0.15,0.03,30.96,-51.33,232.07
0.87,0.14,-0.14,32.66,-58.62,205.55
1.21,0.11,-0.47,65.94,45.61,250.92
1.68,-0.23,-0.29,18.09,50.43,250.92
1.8,-0.25,0.05,-6.35,77.02,132.42
1.43,-0.16,0.21,0.86,22.93,3.45
1.03,0.02,0.1,23.8,9.43,-34.47
1.01,0.09,0.07,-2.52,1.61,19.27
1.11,0,0.12,-16.88,-27.51,2.83
1.18,-0.06,0.1,-13.28,-16.59,-1.68
1.26,-0.08,0.06,-14.01,-18.47,-10.92
1.42,-0.15,0.08,-8.55,16.64,-33.06
1.65,-0.36,0.06,-8.45,-4.35,-78.52
1.57,-0.28,0.07,3.43,31.02,-158.34
1.22,-0.13,0.07,3,40.15,-221.32
0.88,0.05,0.07,21.32,39.18,-240.38
0.66,0.23,0.06,16.19,18.95,-249.35
0.44,0.29,0.12,5.69,17.58,-232.61
0.32,0.31,-0.15,34.69,1.59,-220.25
0.26,0.09,-0.25,60.19,153.17,-228.23
-0.59,-0.11,-0.17,23.64,27.45,-249.35
-1.32,0.18,-0.48,100.55,118.73,-249.35
-1.52,0.6,-0.03,-126.46,-56.82,-155.6
-1.43,0.69,0.3,18.48,39.5,-109.02
-1.26,0.65,0.04,-6.61,5.95,-27.66
-1.17,0.66,-0.06,28.82,5.23,-32.1
-1.05,0.61,-0.07,-3.52,-2.53,-1.58
-0.84,0.53,0.04,-11.28,-24.57,-3.29
-0.81,0.51,0.07,1.77,-6.79,4.72
-0.79,0.53,0,-2.95,-16.87,0
-0.77,0.5,0.03,-14.57,-30.98,-2.65
-0.74,0.48,0.07,-3.29,-10.28,-2.94
-0.76,0.48,0.04,2.93,-8.8,0.39
-0.74,0.49,0.03,2.87,-4.27,-4.71
-0.76,0.5,0.02,-0.48,-3.24,-6.75
-0.82,0.5,0.02,4.84,-2.56,-7
-0.61,-0.71,0.16,-5.51,-11.81,7.77
-0.59,-0.72,0.14,-7.99,-11.22,3.33
-0.6,-0.72,0.16,-1.92,-2.55,-3.9
-0.63,-0.7,0.17,-4.37,-5.86,-3.28
-0.59,-0.72,0.18,-2.57,-6.94,-0.9
-0.68,-0.7,0.22,-2.66,-8.74,-3.34
-0.96,-0.58,0.21,-4.86,-68.51,17.63
-1.21,-0.5,0.19,-19.66,-138.86,61.28
-1.3,-0.5,0.33,18.75,-95.05,103.04
-1.34,-0.46,0.41,37.4,-103.57,120.28
-1.33,-0.47,0.55,28.45,-102.47,169.48
-1.23,-0.41,0.85,3.97,-93.85,184.9
-1.21,-0.39,1,58.94,-37.41,193.43
-1.07,-0.45,1.03,34.41,-69.22,193.67
-0.92,-0.34,1.06,81.99,3.17,190.38
-0.88,-0.26,0.9,79.87,2.69,207.26
-0.83,-0.19,0.67,51.02,57.18,232.35
-0.8,-0.05,0.4,35.89,87.24,250.92
-0.51,-0.01,0.29,73.93,-24.25,250.92
-0.31,0.09,-0.02,67.28,12.32,250.92
-0.19,0.32,-0.06,24.62,-60.06,250.92
0.25,0.26,0.11,-33.47,-111.69,204.54
0.33,0.29,0.12,-14.57,21.97,236.78
0.87,-0.08,-0.15,12.84,-34.79,250.92
1.41,-0.26,0.01,-41.49,71.92,250.92
1.46,-0.46,0.32,-40.57,22.27,221.78
1.5,-0.54,0.59,-9.41,78.31,106.58
1.39,-0.38,0.64,14.93,4.26,16.39
1.06,-0.15,0.44,-9.42,-42.82,-57.99
0.96,0.01,0.43,2.48,-32.89,-38.84
0.97,-0.02,0.47,-1.26,-7.26,15.14
1.05,-0.04,0.46,3.43,-5.79,12.06
1.11,-0.06,0.42,-6.96,-15.04,-7.65
1.17,-0.02,0.42,-16.18,-43.61,-46.79
1.25,-0.09,0.43,-25.23,-45.83,-54.87
1.53,-0.28,0.38,-10.79,-27.87,-51.77
1.66,-0.32,0.48,32.24,43.48,-122.56
1.26,-0.18,0.37,51.83,46.88,-179.92
0.97,0.05,0.29,68.98,52.99,-216.34
0.36,0.38,0.31,20.45,-56.33,-249.35
0.63,0.48,0.17,50.42,-2.18,-168.7
0.58,0.48,0.04,29.78,57.59,-154.58
0.54,0.3,0.04,137.34,122.77,-148.78
0.06,0.04,-0.15,122.55,80.37,-248.72
-0.28,0.07,-0.14,196.25,156.2,-249.35
-1.12,0.41,-0.98,167.4,128.88,-226.79
-1,0.62,-0.42,-11.46,15.27,-208.88
-1.38,0.72,-0.33,60.12,25.32,-151.52
-1.08,0.66,-0.67,31.03,-9.52,-0.44
-0.9,0.64,-0.69,51.55,41.02,5.55
-0.75,0.6,-0.64,5.84,-28.66,3.8
-0.67,0.55,-0.49,2.49,2.74,4.13
-0.66,0.55,-0.48,-2.78,-6.33,-0.17
-0.6,0.54,-0.46,-2.1,-10.88,7.73
-0.57,0.52,-0.44,-4.68,-4.79,-0.15
-0.6,0.52,-0.42,-4.06,-6.5,-0.74
-0.6,0.53,-0.42,-7.25,-11.95,-3.52
-0.62,0.54,-0.42,-3.13,-9.69,-4.94
-0.64,0.55,-0.41,-9.17,-18.07,-5.44
-0.61,0.55,-0.44,-8.2,-12.27,-5.48
-0.46,-0.85,0.1,-2.8,-11.33,0.48
-0.46,-0.85,0.09,-3.38,-9,1.84
-0.48,-0.85,0.1,1.63,-1.52,4.69
-0.48,-0.86,0.12,-0.77,-2.44,0.19
-0.51,-0.84,0.11,2.87,-2.42,5.64
-0.58,-0.84,0.13,10.99,3.59,13.74
-0.79,-0.78,0.16,25.83,-40.87,30.26
-1.09,-0.75,0.18,58.03,-91.69,77.03
-1.28,-0.64,0.33,81.68,-131.49,155.99
-1.17,-0.64,0.52,58.89,-112.73,166.48
-1.26,-0.5,0.58,43.53,-80.67,166.84
-1.24,-0.49,0.74,13.83,-66.54,184.64
-1.08,-0.48,0.81,27.75,-32.42,180.43
-1.01,-0.43,0.93,24.96,33.82,186.6
-0.86,-0.38,0.97,43.84,51.56,200.05
-0.86,-0.18,0.77,74.77,187.32,250.86
-0.94,0.05,0.65,40.65,105.98,247.58
-1.1,0.16,0.2,28.48,120.41,250.92
-0.6,0.2,0.08,3.54,58.56,250.92
-0.56,0.28,-0.17,-12.84,109.63,250.92
-0.03,0.23,-0.02,-71.68,11.62,250.92
0.05,0.2,0.08,-85.09,17.76,232.54
0.44,0.14,0.11,-74.17,-20.88,210.73
0.66,0.1,0.26,-70.33,-35.61,195.1
0.97,0.06,0.21,-57.27,-55.42,180.83
1.05,0.09,0.26,-76.8,-85.8,126.89
1.25,0.01,0.15,-40.33,-45.42,124.64
1.49,-0.13,0.3,-81.69,-36.75,139.66
1.67,-0.31,0.34,-46.13,-14.59,70.74
1.37,-0.15,0.38,-13.07,-4.45,-31.82
1,-0.01,0.31,4.11,-22.69,-32.64
1.03,0.05,0.13,20.57,-11.92,3.07
1.09,0.06,0.23,-7.84,-17.82,-3.87
1.08,-0.01,0.16,10.04,-6.29,-7.75
1.15,0.01,0.18,-1.6,-7.12,-5.71
1.35,-0.08,0.22,-2.53,10.79,-17.63
1.57,-0.34,0.3,6.92,37.31,-27.03
1.83,-0.5,0.41,16.04,41.51,-95.65
1.36,-0.26,0.31,68.93,56.72,-222.32
0.91,0.02,0.2,28.02,-5.31,-249.35
0.46,0.2,0.14,50,53.29,-220.42
0.67,0.07,0.19,79.47,64.95,-213.26
0.51,-0.13,-0.07,104.56,70.64,-249.35
-0.24,-0.45,-0.34,165.65,167.9,-249.35
-1.02,-0.3,-0.62,250.69,120.97,-249.35
-1.45,0.55,-0.76,155.6,115.02,-239.62
-1.71,0.7,-0.31,61.38,-1.31,-100.68
-0.92,0.66,-1.09,90.83,70.22,-16.89
-0.92,0.62,-1.01,33.83,-4.88,-21.2
-0.83,0.6,-1,36.61,19.08,-3.85
-0.7,0.5,-0.73,-18.68,-25.24,-1.8
-0.63,0.42,-0.56,2.13,3.04,1.53
-0.55,0.42,-0.59,-10.02,-5.73,13.07
-0.54,0.43,-0.53,-6.4,-13,0.45
-0.5,0.4,-0.49,-6.46,-1.87,2.89
-0.54,0.43,-0.51,-7.9,-6.6,-4.28
-0.57,0.45,-0.52,-0.94,4.17,-6.71
-0.56,0.46,-0.54,0.59,-1.89,-5.74
-0.59,0.46,-0.55,-2.84,-4.44,-3.2
-0.58,0.45,-0.53,-4.74,-6.06,-2.7
-0.58,-0.77,0.21,4.98,-7.26,-2.61
-0.53,-0.78,0.16,-0.87,-14.23,-1.39
-0.53,-0.8,0.18,1.03,-1.6,-3.31
-0.53,-0.8,0.19,-2.8,-7.29,-3.07
-0.51,-0.81,0.19,-2.29,-2.98,-1.17
-0.49,-0.8,0.18,1.28,-10.18,-0.25
-0.5,-0.79,0.19,-0.01,-3.4,-4.13
-0.63,-0.78,0.24,2.94,-19.5,2.98
-0.92,-0.7,0.22,16.68,-49.89,29.81
-1.09,-0.63,0.24,7.48,-114.99,62.48
-1.23,-0.57,0.35,23.59,-104.8,107.06
-1.2,-0.65,0.59,33.45,-76.37,136.39
-1.15,-0.68,0.72,61.38,-58.79,152.96
-1.11,-0.6,0.83,63.48,-52.02,169.57
-1.03,-0.55,0.81,66.56,-35.44,170.29
-1.07,-0.42,0.84,67.13,-16.64,190.99
-0.86,-0.34,0.84,35.86,50.97,222.33
