AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.26,0.99,-0.04,-4.05,-4.13,-0.08
0.27,0.98,-0.02,-0.09,-4.19,-1.84
0.27,0.98,-0.05,-0.46,-2.63,-1.29
0.27,0.98,-0.03,-1.82,-0.01,-2.63
0.28,0.98,-0.05,-1.98,-2.47,-1
0.27,0.98,-0.04,-1.46,-2.46,-2.54
0.26,0.98,-0.06,-3.1,-1.17,-1.68
0.27,0.98,-0.03,-3.42,-1.05,-2
0.26,0.99,-0.01,-0.98,0.1,-0.73
0.27,0.98,-0.03,0.44,-7.04,0.59
0.26,0.99,-0.03,-1.6,-5.94,0.95
-0.3,-0.93,0.17,2.12,-0.1,-2.49
-0.32,-0.91,0.15,-4.6,-14.14,5.7
-0.26,-0.95,0.18,-3.2,-21.25,-2.08
-0.3,-0.92,0.12,-3.61,-1.78,0.78
-0.3,-0.92,0.2,-1.6,-1.66,-4.43
-0.3,-0.92,0.16,-3.14,-2.15,1.84
-0.4,-0.91,0.19,1.25,-8.11,2.26
-0.79,-1.01,0.18,-2.37,-32.64,58.31
-0.9,-0.83,0.2,-39.21,-162.48,142.6
-0.84,-0.88,0.25,-19.97,-213.44,203.9
-0.75,-0.75,0.37,37.54,-56.39,187.08
-0.85,-0.64,0.55,42.59,-64.45,144.1
-0.87,-0.55,0.59,87.16,-31.54,135.74
-0.95,-0.4,0.73,101.05,-24.63,128.77
-0.91,-0.27,0.76,115.26,-35.79,122.29
-0.95,-0.14,0.8,116.37,-44.64,134.42
-0.82,0.03,0.58,150.71,-57.63,124.22
-0.74,0.16,0.64,150.53,-21.3,111.75
-0.86,0.35,0.67,118.76,-39.07,127.6
-0.8,0.45,0.64,117.17,-11.43,125.84
-0.54,0.45,0.56,104.2,-43.16,139.38
-0.46,0.56,0.43,98.45,-18.89,132.31
-0.05,0.48,0.12,122.46,-6.52,106.51
-0.07,0.67,0.08,54.94,17.6,82.26
-0.03,0.79,0.22,60.2,62.59,60.15
0.08,0.83,0.22,45.3,-30.02,92.62
0.13,0.89,0.04,50.44,45.9,57
0.22,0.85,0.04,60.49,22.02,56.33
0.23,0.89,-0.1,39.16,-19.74,53.3
0.4,0.86,-0.17,51.78,15.74,28.74
0.36,0.87,-0.23,39.19,51.76,6.42
0.35,0.87,-0.26,21.84,21.39,17.05
0.39,0.87,-0.31,11.12,42.99,7.23
0.44,0.89,-0.28,0.04,8.91,5.78
0.45,0.9,-0.27,1.58,13.37,-10.88
0.33,0.94,-0.3,-12.13,8.47,-7
0.33,0.96,-0.19,-12.31,11.34,-7.65
0.32,0.95,-0.17,-6,6.12,-1.96
0.32,0.96,-0.15,-6.17,-8.55,1.52
0.34,0.95,-0.14,0.05,2.44,-4.09
0.31,0.96,-0.17,-4.71,-19.08,2.48
0.33,0.96,-0.16,-0.3,2.73,-1.34
0.35,0.96,-0.15,-2.03,-7.57,-1.35
0.31,0.95,-0.16,0.21,-5.31,-1.65
0.32,0.95,-0.16,-2.11,-7.21,-0.34
0.31,0.95,-0.18,-4.77,-5.8,-0.31
0.32,0.95,-0.15,-3,-4.74,-0.61
0.32,0.96,-0.18,-5.61,-3.82,0.69
0.32,0.96,-0.15,-3.71,-5.15,0.29
0.33,0.96,-0.14,-4.91,-4.37,-0.79
0.31,0.96,-0.11,-3.24,-6.34,-1.66
0.3,0.97,-0.15,-1.5,-3.73,-0.12
0.31,0.96,-0.13,-4.92,-7.88,0.89
0.32,0.96,-0.14,-2.92,-3.73,-0.74
0.31,0.95,-0.13,-4.41,-9.58,0.06
0.3,0.96,-0.14,-4.51,-7.76,-0.71
0.32,0.96,-0.13,-1.94,-6.32,0.1
0.31,0.96,-0.13,-4.2,-9.56,-0.1
0.32,0.95,-0.14,1.58,1.01,-2.03
0.3,0.96,-0.15,-2.65,-4.88,-2.88
-0.28,-0.93,0.19,-3.07,-9.19,0.9
-0.33,-0.92,0.19,0.75,5.24,-1.48
-0.24,-0.96,0.16,-9.72,-11.58,8.11
-0.32,-0.91,0.17,4.06,3.82,-8.41
-0.25,-0.95,0.15,-6.37,-1.22,6.32
-0.26,-0.94,0.21,-3.42,-1.19,-2.35
-0.25,-0.94,0.18,-6.52,-9.71,-2.09
-0.32,-0.92,0.22,-1.56,-1.85,-0.38
-0.42,-0.89,0.22,0.97,-4.11,9.21
-0.71,-0.86,0.23,4.18,-14.16,54.31
-0.85,-0.78,0.25,30.19,-70.3,147.32
-0.85,-0.79,0.3,45.23,-118.04,182.84
-0.96,-0.77,0.55,58.89,-42.34,169.81
-1,-0.67,0.64,103.98,7.24,165.78
-0.99,-0.58,0.77,118.11,124.46,132
-1.09,-0.41,0.64,124.87,15.84,177.93
-0.91,-0.36,0.44,131.67,-51.75,199.77
-0.85,-0.12,0.37,110.61,-11.51,177.94
-0.99,0.09,0.39,73.53,-14.02,174.19
-0.83,0.24,0.37,90.46,34.47,158.48
-0.77,0.36,0.33,62.05,-5.76,180.87
-0.59,0.46,0.21,56.18,50.95,141.45
-0.28,0.51,0.15,40.51,50.44,136.4
-0.1,0.65,0.18,33.69,106.78,81.56
-0.15,0.75,0.12,36.66,73.8,76.45
-0.16,0.85,0.1,12.6,25.66,79.14
-0.01,0.87,0.07,13.48,6.6,75.34
0.05,0.9,0.03,17.46,9.28,70.67
0.11,0.9,-0.05,21.08,22.74,64.91
0.18,0.92,-0.03,15.82,9.9,55.83
0.28,0.9,-0.09,19.85,19.49,48.28
0.32,0.93,-0.11,15.3,20.71,43.87
0.36,0.9,-0.14,13.71,11.56,27.28
0.4,0.91,-0.21,5.54,3.98,11.91
0.4,0.92,-0.19,4.14,10.53,3.51
0.4,0.93,-0.16,-10.17,-17.85,0.46
0.35,0.96,-0.13,-3.51,5.97,-7.36
0.31,0.97,-0.12,-3.81,-8.53,-6.1
0.28,0.97,-0.13,-4.75,-2.73,-6.48
0.28,0.98,-0.11,-8.16,-9.6,-1.09
0.29,0.98,-0.1,-0.75,-2.99,-4.1
0.28,0.96,-0.11,-2.35,-12.69,-2.68
0.29,0.96,-0.12,4.29,6.12,-7.2
0.26,0.96,-0.13,-2.53,-5.5,-6.65
0.24,0.98,-0.13,-4.98,-0.4,-4.1
0.26,0.97,-0.09,-6.16,-8.02,-1.66
0.25,0.98,-0.1,-2.94,-5.18,-1.16
0.25,0.98,-0.11,-3.37,-7.83,-1.56
0.25,0.99,-0.12,-1.51,-5.21,0.44
0.26,0.97,-0.1,-2.33,-5.43,-0.03
0.25,0.97,-0.09,-3.24,-5.51,-0.88
0.27,0.97,-0.11,0.55,-3.82,-1.26
0.25,0.97,-0.11,-2.28,-6.45,0.23
0.26,0.97,-0.12,-3.7,-5.39,-0.49
0.26,0.98,-0.1,-2.59,-3.39,0.77
0.25,0.97,-0.11,-0.04,0.4,-1.37
0.25,0.97,-0.1,-3.4,-5.37,0.62
0.25,0.97,-0.09,-1.9,-3.66,-0.44
0.25,0.99,-0.1,-1.51,-4.95,0.68
0.25,0.98,-0.09,-2.1,-5.14,0.97
-0.2,-0.96,0.18,-1.81,3.73,-0.12
-0.19,-0.96,0.18,-8.13,-11.9,-0.57
-0.27,-0.93,0.19,-1.53,0.05,-8.13
-0.31,-0.93,0.2,-3.98,-2.87,1.79
-0.24,-0.95,0.21,-4.39,-6.04,-2.65
-0.4,-0.93,0.19,4.1,1.78,-1.45
-0.59,-0.92,0.17,4.51,10.36,23.97
-0.84,-0.92,0.12,-20.4,-69.03,128.34
-0.66,-0.93,0.28,11.16,-124.39,198
-0.72,-0.81,0.51,60.9,-99.95,194.79
-0.68,-0.68,0.38,95.8,-104.63,162.04
-0.81,-0.53,0.57,77.73,0.05,130.04
-0.87,-0.43,0.74,83.71,-28.95,129.93
-1,-0.27,0.8,94.78,-49.34,150.13
-0.96,-0.13,0.84,124.99,-47.89,158.24
-0.91,0.04,0.84,124.61,-61.95,165.84
-0.79,0.17,0.74,138.55,-16.2,130.84
-0.66,0.24,0.66,117.01,-10.63,132.55
-0.65,0.42,0.56,98.99,-9.3,131.64
-0.5,0.49,0.47,109.04,65.89,103.22
-0.41,0.54,0.45,61.93,19.6,124.75
-0.26,0.63,0.24,78.23,65.73,92.93
-0.07,0.65,0.21,43.41,27.3,95.71
-0.04,0.79,0.18,46.77,49.24,79.32
0.1,0.8,0.13,27.4,33.08,89.68
0.18,0.86,0.06,32.03,43.35,75.87
0.27,0.87,0.04,31.7,25.41,68.52
0.38,0.89,-0.06,22.01,34.47,40.73
0.42,0.89,-0.09,19.6,15.37,18.32
0.37,0.93,-0.17,18.35,24.21,-0.11
0.37,0.94,-0.11,1.23,3.27,3.52
0.33,0.96,-0.1,-3.83,-0.6,-7.67
0.24,0.98,-0.08,-4.78,1.06,-5.12
0.21,1.01,-0.04,-5.55,1.56,-1.77
0.22,1.01,0,-6.88,-4.4,2.21
0.26,1,0,-0.17,-3.8,-2.04
0.23,0.99,-0.02,1.61,-6.11,-4.96
0.22,0.99,-0.04,1.69,-6.21,-5.71
0.22,0.99,-0.03,-1.22,-5.47,-2.23
0.2,0.99,-0.05,-0.51,-6.27,-1.5
0.23,0.98,-0.04,-3.93,-6.87,-2.52
0.22,1,-0.05,-0.16,0.21,-3.23
0.22,0.99,-0.03,-3.75,-5.38,-2.31
0.21,0.99,-0.02,0.56,-1.93,-3.61
0.22,1,-0.03,-1.34,-2.68,-0.46
0.21,0.99,-0.02,-0.73,-5.31,0.61
0.2,0.99,-0.03,-0.15,-3.27,-0.5
0.2,0.98,-0.05,-0.58,-4.37,-0.41
0.21,0.98,-0.05,-0.88,-1.18,0.09
0.22,0.99,-0.02,-4.38,-3.54,-0.26
0.21,0.99,-0.06,-2.55,-2.83,-1.06
0.21,1,-0.02,-4.58,-2.64,-1.29
0.21,1,-0.01,-4.63,-4.86,-1.49
0.2,1,-0.03,-3.23,-7.93,-0.4
0.2,0.99,-0.03,-0.29,-1.74,-1.97
0.21,1,-0.03,-1.69,-5.5,0.8
0.22,0.99,-0.01,-0.1,-3.28,-0.74
0.21,1,-0.04,-0.19,-5.55,-0.89
0.2,0.99,-0.02,-2.2,-3.85,-0.1
0.21,0.99,-0.02,-1.88,-3.99,-0.19
-0.35,-0.9,0.18,0.79,-12.1,-1.81
-0.36,-0.9,0.18,-6.42,-11.6,6.45
-0.25,-0.92,0.22,-7.11,-5.77,-0.45
-0.35,-0.89,0.22,-0.89,-7.28,-2.68
-0.28,-0.92,0.21,-8.62,-5.96,0.81
-0.38,-0.89,0.25,2.61,2.12,-8.3
-0.4,-0.89,0.2,-2.38,-6.76,6.83
-0.42,-0.88,0.23,-0.44,-0.27,8.53
-0.63,-0.85,0.25,-1.07,-25.56,34.32
-0.9,-0.79,0.21,-2.46,-111.92,129.97
-0.88,-0.83,0.29,1.72,-168.34,207.28
-0.75,-0.73,0.44,43.91,-117.43,196.97
-0.78,-0.6,0.54,47.53,-49.08,143.33
-0.77,-0.48,0.7,83.74,-6.69,115.9
-0.8,-0.38,0.7,102.28,-14.41,95.61
-0.9,-0.24,0.76,107.37,0.93,87.79
-0.94,-0.12,0.71,103.58,-26.66,118.32
-1,0.07,0.78,96.74,-36.52,139.86
-0.9,0.15,0.76,114.09,-49,157.32
-0.8,0.23,0.71,109.45,-41.8,146.16
-0.63,0.34,0.59,123.45,-10.79,139.55
-0.49,0.42,0.52,98.67,-26.73,138.22
-0.34,0.5,0.34,105.16,13.39,113.31
-0.17,0.58,0.35,72.23,0.07,107.55
-0.17,0.7,0.22,72.44,53.28,76.35
0.01,0.74,0.18,64.8,25.12,75.32
0.1,0.82,0.09,50.77,65.2,54.35
0.08,0.91,0.09,38.7,109.68,63.13
0.13,0.94,0.07,29.57,76.9,63.5
0.21,0.93,0.04,28.25,4.38,60.71
0.26,0.95,-0.04,31.78,-2.51,41.66
0.33,0.93,-0.06,19.74,-15.54,36.64
0.37,0.9,-0.15,25.19,-6.83,19.32
0.38,0.9,-0.17,9.25,-27.88,17.68
0.4,0.91,-0.21,4.45,2.24,1.51
0.35,0.94,-0.16,-9.59,-14,5.03
0.37,0.95,-0.12,-4.44,7.94,-0.11
0.35,0.96,-0.08,-8.8,-22.22,1.81
0.3,0.98,-0.11,-1.02,4.68,-4.58
0.3,0.98,-0.08,-6.93,-19.73,3.71
0.31,0.97,-0.08,3.53,1.58,-3.74
0.29,0.97,-0.08,-5.52,-18.02,-0.36
0.28,0.96,-0.11,0.06,-0.5,-2.74
0.31,0.98,-0.11,-1.13,1.13,-2.32
0.3,0.98,-0.08,-4.34,-1.72,-1.68
0.3,0.97,-0.09,0.47,-4.63,-4.72
0.27,0.97,-0.1,1.28,-1.22,-3.06
0.29,0.98,-0.1,0.03,-4.53,-1.96
0.27,0.97,-0.09,0.67,-4.39,0.18
0.29,0.96,-0.1,3.86,-4.44,-1.79
0.29,0.96,-0.09,-1,-3.95,0.1
0.29,0.96,-0.11,2.06,-1.53,-2.37
0.27,0.98,-0.11,-4.37,-8.66,0.38
0.28,0.97,-0.1,-0.77,-3.08,0.67
0.29,0.97,-0.11,-1.78,-5.73,-0.24
0.28,0.96,-0.12,-1,-3.18,-2.61
0.28,0.97,-0.1,-2.59,-3.95,-1.47
0.28,0.97,-0.1,-1.52,-5.12,-1.54
0.27,0.97,-0.09,0.1,-3.97,-0.86
0.27,0.98,-0.11,1.67,-4.89,-1.11
-0.32,-0.89,0.28,-3.26,-15.23,1.58
-0.32,-0.9,0.31,2.14,1.64,2.16
-0.31,-0.9,0.31,1.36,-4.09,0.6
-0.3,-0.9,0.27,3.29,1.81,1.88
-0.3,-0.9,0.3,-2.57,-1.03,-3
-0.28,-0.92,0.28,-4.17,-6.73,-2.2
-0.38,-0.87,0.31,-0.66,6.78,-7.42
-0.4,-0.88,0.33,-1.76,-1.84,4.99
-0.59,-0.82,0.33,8.98,15.63,20.39
-0.68,-0.79,0.4,5.76,-8.67,76.03
-0.6,-0.8,0.52,25.51,-64.65,109.11
-0.61,-0.75,0.47,63.13,51.86,78.26
-0.81,-0.7,0.42,59.61,52.56,85.13
-0.88,-0.67,0.5,67.54,-0.18,119.06
-0.97,-0.57,0.56,99.94,4.94,141.95
-1.07,-0.44,0.65,92.4,-22.94,157.68
-1.02,-0.32,0.68,111.03,-24.51,162.69
-0.97,-0.18,0.7,117.89,-27.55,161.35
-0.91,-0.02,0.6,119.68,-20.24,156.93
-0.88,0.12,0.61,108.25,-12.66,163.27
-0.75,0.24,0.46,96.91,-15.99,152.06
-0.59,0.33,0.38,84.96,21.12,145.13
-0.55,0.52,0.28,63.17,3.36,134.52
-0.34,0.55,0.21,65.04,55.87,104.09
-0.34,0.74,0.24,29.35,31.36,97.91
-0.13,0.74,0.19,42.51,36.19,80
-0.09,0.84,0.18,16.89,30.69,82.12
0.01,0.88,0.2,44.51,61.1,65.44
0.08,0.88,0.12,34.37,2.09,74.73
0.2,0.88,-0.02,36.36,25.89,55.13
0.29,0.87,-0.09,28.09,21.24,48.61
0.35,0.89,-0.09,17.84,20.15,29.81
0.33,0.94,-0.11,24.11,23.27,18.31
0.3,0.95,-0.13,13.25,-1.98,12.67
0.31,0.94,-0.19,11.01,8.89,1.42
0.29,0.95,-0.17,-3.07,-1.11,0.64
0.25,0.97,-0.14,-2.26,2.59,-3.71
0.23,0.98,-0.12,-4.31,0.38,-4.56
0.21,0.99,-0.11,-3.79,1.44,-1.61
0.23,1,-0.09,-5.59,-5.02,-0.88
0.23,1,-0.07,-1,-2.3,-2.44
0.21,0.99,-0.09,-0.25,-7.73,-5.32
0.2,0.97,-0.14,-1,6.79,-5.61
0.2,0.98,-0.1,-4.07,-2.71,-2.74
0.2,0.99,-0.08,-5.79,-4.05,-2.98
0.21,0.99,-0.1,-2.04,-3.29,-2.8
0.21,0.98,-0.11,1.09,-0.93,-2.69
0.21,0.97,-0.1,-3.55,-4.16,-0.77
0.21,0.99,-0.09,-2.04,-4.73,-1.11
0.19,0.99,-0.09,-1.32,-2.74,-0.9
0.18,0.99,-0.1,-2.36,-4.91,1.7
0.21,1,-0.09,-3.34,-4.6,-0.28
0.19,0.99,-0.09,-0.02,-5.22,-1.3
0.2,0.98,-0.1,-0.88,-4.69,0.29
0.2,0.99,-0.1,-2.34,-7.59,0.03
0.2,0.99,-0.09,-3.11,-7.83,-0.3
0.19,1,-0.09,-2.17,-3.8,-0.87
0.21,1.01,-0.07,-0.66,-2.02,0.79
0.21,0.98,-0.08,-0.71,-6.05,-0.42
0.21,0.99,-0.09,1.9,-3.15,-1.54
-0.15,-0.96,0.22,1.67,-1.27,0.85
-0.11,-0.96,0.19,-2.56,-9.47,1.89
-0.15,-0.97,0.21,0.18,0.73,-3.19
-0.1,-0.98,0.21,-6.75,-11.91,-3.33
-0.18,-0.97,0.19,1.22,-6.41,0.32
-0.13,-0.98,0.18,-1.66,-11.56,10.26
-0.02,-0.99,0.19,-6.02,-11.17,-2.1
-0.18,-0.96,0.22,-3.43,-4.02,-7.61
-0.3,-0.7,0.23,20.29,8.79,13.74
-0.47,-0.93,0.28,13.32,-10.03,39.91
-0.55,-0.95,0.27,30.69,-21.18,83.95
-0.72,-0.94,0.42,51.09,-38.76,142.33
-0.81,-0.96,0.51,67.87,-41.08,170.41
-0.75,-0.87,0.55,86.09,-38.21,195.81
-0.74,-0.74,0.65,97.35,20.66,161.58
-0.78,-0.6,0.67,105.86,16.26,144.16
-0.79,-0.51,0.64,106.13,7.24,135.04
-0.89,-0.32,0.64,99.62,-11.44,140.73
-0.84,-0.19,0.56,109.61,-3.86,125.25
-0.86,0.01,0.59,96.48,-25.4,159.18
-0.87,0.15,0.57,98.01,-17.45,154.94
-0.7,0.25,0.47,97.34,6.3,150.98
-0.71,0.41,0.37,63.21,2.44,156.23
-0.43,0.48,0.35,89.01,56.47,127.52
-0.38,0.63,0.23,47.57,16.95,142.16
-0.17,0.66,0.15,51.96,65.78,89.57
-0.12,0.8,0.2,13,16.57,108.56
0.02,0.84,0.2,48.97,33.82,99.17
0.11,0.9,0.1,42.23,17.41,105.13
0.24,0.92,0.04,56.12,58.59,74.83
0.26,0.91,-0.03,39.92,27.97,57.53
0.36,0.88,-0.14,43.01,33.95,32.64
0.37,0.88,-0.15,21.19,17.34,19.59
0.38,0.88,-0.2,15.69,14.91,1.7
0.31,0.92,-0.18,-10.1,-7.45,11.39
0.36,0.92,-0.17,-8.6,9.22,-2.17
0.28,0.98,-0.09,-21.36,-0.16,3.1
0.3,0.99,-0.05,-5.65,4.02,-2.25
0.29,0.99,-0.06,-9.07,-7.31,1.48
0.29,0.98,-0.07,-4.43,-1.79,-5.51
0.27,0.99,-0.05,-7.84,-7.15,-2.97
0.27,0.98,-0.05,-1.32,-3.19,-6.27
0.24,0.99,-0.06,-3.49,-1.76,-4.49
0.27,0.99,-0.05,-1.09,-5.08,-0.85
0.25,0.98,-0.08,-0.73,-1.57,1.06
0.28,0.98,-0.05,-1.72,-2.86,-0.19
0.27,0.98,-0.06,-0.37,-5.52,-2.37
0.26,0.97,-0.07,-3,-6.4,-0.47
0.27,0.98,-0.05,-3.85,-2.31,-0.33
0.26,0.99,-0.05,-2.79,-3.82,-1.66
0.26,0.98,-0.07,-0.65,-3.77,-1.55
0.27,0.98,-0.04,-4.88,-6.64,1.36
0.26,0.98,-0.05,-2.28,-5.51,-2.18
0.26,0.98,-0.06,-0.72,-4.1,-1.64
0.25,0.99,-0.07,-1.05,-2.65,-1.41
0.25,0.99,-0.05,-2.26,-7.29,0.82
0.27,0.99,-0.07,-1.28,-5.27,-0.56
0.25,0.98,-0.05,-2.19,-4.43,0.14
0.25,0.98,-0.06,-0.65,-2.63,0.1
0.25,0.98,-0.04,-2.91,-5.22,0.89
-0.24,-0.93,0.25,-4.59,-11.54,-1.39
-0.21,-0.95,0.25,-6.82,5.12,-7.09
-0.24,-0.93,0.26,-4.22,-2.21,-3.65
-0.18,-0.96,0.24,-6.1,-8.75,1.45
-0.25,-0.93,0.27,2.88,6.1,-4.19
-0.2,-0.94,0.27,-1,-4.56,0.93
-0.21,-0.94,0.29,0.41,5.09,-6.85
-0.35,-0.93,0.28,3.77,2.78,0.35
-0.48,-0.9,0.27,1.18,-2.5,37.21
-0.47,-0.9,0.29,18.84,-12.66,87.04
-0.54,-0.89,0.36,32.57,-28.6,106.24
-0.58,-0.82,0.37,46.29,38.38,95.6
-0.67,-0.79,0.41,37.78,23.25,113.16
-0.82,-0.74,0.45,37.79,38.78,114.79
-0.9,-0.67,0.43,34.48,0.62,141.58
-0.94,-0.58,0.46,48.29,-0.35,156.9
-0.94,-0.42,0.49,61.11,1.4,161.4
-1.06,-0.28,0.49,55.87,-7.76,160.2
-1.07,-0.15,0.49,69.49,17.66,157.9
-0.97,-0.03,0.41,54.83,-1.73,173.89
-0.87,0.09,0.34,60.89,10.24,160.89
-0.8,0.26,0.33,48.95,3.49,161.11
-0.65,0.37,0.29,44.53,4.18,149.73
-0.5,0.48,0.25,56.71,5.02,133.05
-0.4,0.62,0.13,37.33,21.7,120.52
-0.29,0.69,0.1,34.14,23.73,102.34
-0.24,0.8,0.15,16.54,23.18,103.3
-0.15,0.85,0.12,22.71,48.51,81.34
-0.04,0.87,0.11,18.67,24.56,90.34
0.03,0.89,0.08,24.78,10.55,72.43
0.08,0.89,-0.01,34.3,18.79,66.2
0.17,0.91,-0.04,29,12.71,49.13
0.17,0.92,-0.1,30.61,25.59,33.42
0.24,0.92,-0.11,12.83,7.13,37.55
0.28,0.93,-0.13,16.47,6.32,21.06
0.28,0.94,-0.16,7.23,5.91,14.92
0.32,0.93,-0.15,2.95,2.88,7.85
0.29,0.97,-0.14,2,12.04,0.51
0.31,0.94,-0.14,-3.23,-6.38,1.72
0.28,0.97,-0.14,-5.55,0.53,-2.97
0.25,0.98,-0.11,-5.93,-5.95,-3.12
0.23,1,-0.1,-4.62,-2.3,-0.34
0.24,0.98,-0.09,-0.55,-12.27,-0.31
0.25,0.97,-0.14,0.25,-6.63,-5.4
0.22,0.98,-0.13,-4.93,-8.21,-6.7
0.22,0.98,-0.11,-3.17,-3.32,-3.29
0.23,0.98,-0.09,-6.39,-8.62,-1.73
0.22,0.98,-0.12,-3.2,-6.32,-1.1
0.23,0.98,-0.1,-4.93,-6.86,-1.03
0.21,0.98,-0.09,-4.75,-3.48,-1.1
0.21,1,-0.08,-5.19,-8.66,-0.94
0.21,1,-0.08,-4.46,-7.16,-1.07
0.21,0.99,-0.11,-0.65,-5.17,-1.97
0.22,0.99,-0.09,-2.71,-4.08,-1.39
0.21,0.98,-0.08,-4.26,-2.37,-0.12
0.21,0.99,-0.08,-2.28,-7.95,-1.38
0.21,0.98,-0.1,-0.33,-4.34,-0.21
0.21,0.99,-0.08,-1.39,-2.62,-0.13
0.2,0.97,-0.08,-1.28,-2.47,-0.26
0.22,0.99,-0.08,-2.88,-4.96,-0.52
-0.25,-0.93,0.17,-1.22,8.04,-3.4
-0.25,-0.94,0.19,-0.25,-1.04,3.74
-0.28,-0.94,0.18,0.67,-0.32,-0.13
-0.25,-0.94,0.17,-1.29,-5.26,-0.06
-0.25,-0.94,0.18,-2.55,-5.82,-4.67
-0.23,-0.96,0.15,1.58,-4.08,-0.68
-0.24,-0.94,0.17,-0.23,-1.94,-4.19
-0.26,-0.95,0.2,-0.77,-0.63,-4.74
-0.27,-0.93,0.17,-0.1,-2.98,1.26
-0.42,-0.93,0.22,13.77,5.29,12.8
-0.56,-0.85,0.25,26.77,-0.19,55.35
-0.29,-0.94,0.25,-8.49,-48.25,74.23
-0.38,-0.84,0.31,13.06,-2.59,18.35
-0.42,-0.87,0.26,6.64,13.18,16
-0.71,-0.86,0.37,25.18,-18.77,50.18
-0.82,-0.85,0.44,54.12,-23.21,105.63
-0.92,-0.79,0.59,84.73,-32.11,152.41
-0.98,-0.68,0.69,128.58,-28.2,177.54
-1.02,-0.56,0.74,135.69,-17.9,183.62
-1.11,-0.41,0.87,135.54,-38.18,209.91
-0.99,-0.24,0.85,152.09,-13.51,193.33
-1.05,-0.05,0.93,155.63,11.01,192.64
-0.72,0,0.54,161,-32.34,209.35
-0.52,0.13,0.38,133.35,-35.62,185.58
-0.4,0.34,0.29,127.62,-3.79,136.06
-0.31,0.48,0.21,106.91,9.85,112.62
-0.22,0.6,0.01,94,24.5,93.41
-0.21,0.77,0.02,38.93,13.61,96.42
0.07,0.82,0.1,41.82,40.76,87.04
0.09,0.9,0.13,38.78,50.24,79.68
0.31,0.85,0.02,47.45,33.38,63.17
0.29,0.88,-0.15,57.99,42.89,67.36
0.47,0.8,-0.2,29.16,-8.67,58.63
0.56,0.79,-0.3,26.38,38.4,-2.84
0.45,0.84,-0.31,-5.01,3.42,-8.81
0.33,0.91,-0.26,-21.33,2.34,-21.26
0.22,0.99,-0.15,-24.61,15.67,-17.36
0.25,1.01,-0.06,-22.72,-6.38,-2.81
0.28,1,-0.07,-4.57,0.4,-4.14
0.26,1,-0.1,-3.72,-4.42,-6.12
0.25,0.98,-0.11,-2.01,-1.5,-8.09
0.25,0.98,-0.1,-5.68,-5.79,-6.05
0.23,0.99,-0.08,-5.33,6.19,-8.25
0.24,0.98,-0.06,-3.01,-9.83,-0.98
0.23,0.99,-0.1,-1.41,-3.59,-3.8
0.24,0.98,-0.07,-2.13,-4.21,-1.8
0.25,1,-0.09,-0.18,-2.24,-3.32
0.23,0.98,-0.09,-0.36,0.5,-4.03
0.23,0.98,-0.08,1.12,0.27,-1.46
0.22,0.97,-0.08,0.9,-4.64,-0.2
0.22,0.98,-0.11,-1.24,-3.31,-0.32
0.22,0.98,-0.07,-2.68,-2.55,0.35
0.23,0.98,-0.08,-3.75,-0.9,-1.24
0.23,0.99,-0.08,-1.95,-2.38,-0.33
0.22,0.98,-0.09,-2.81,-6.37,-1.18
0.23,0.98,-0.1,-2.31,-5.02,1.42
0.23,0.98,-0.09,-2.5,-5.98,1.18
0.23,0.97,-0.09,-1.91,-6.19,0.64
0.22,0.98,-0.08,-1.31,-6.16,-0.7
0.22,1,-0.07,-2.63,-2.34,-0.11
-0.12,-0.98,0.14,-2.14,0.22,1.88
-0.14,-0.97,0.18,-1.88,-9.33,-1.26
-0.18,-0.96,0.15,0.1,-2.18,-5.45
-0.15,-0.98,0.16,-3.31,-5.37,-1.29
-0.19,-0.98,0.15,-3.65,-10.03,-3.79
-0.16,-0.99,0.14,-1.1,1.41,-4.72
-0.19,-0.96,0.16,-2.46,-2.96,-2.04
-0.18,-0.98,0.17,-2.89,-5.17,-2.92
-0.2,-0.96,0.17,1.58,4.62,4.81
-0.08,-1,0.14,-6.76,-1.56,-3.19
-0.17,-0.96,0.17,3.92,11.96,-21.01
-0.19,-0.98,0.13,-1.86,0.64,-5.29
-0.12,-0.98,0.13,-9.83,-5.82,6.41
-0.16,-0.99,0.16,0.77,-7.44,1.61
-0.36,-0.98,0.14,9,1.11,32.16
-0.45,-0.98,0.22,18.65,-7.31,79.99
-0.57,-0.94,0.29,40.87,-81.24,129.65
-0.5,-0.9,0.22,8.05,-23.17,96.07
-0.62,-0.85,0.4,21.67,30.85,87.21
-0.69,-0.9,0.41,49.52,9.04,106.12
-0.81,-0.8,0.46,68.85,-10.08,131.58
-0.88,-0.69,0.55,99.3,-54.16,148.58
-0.93,-0.59,0.56,116.51,1.92,136.94
-0.95,-0.49,0.72,125.93,-44.47,162.58
-0.91,-0.36,0.6,134.37,-23.51,157.47
-0.91,-0.19,0.59,119.65,-24.36,162.61
-0.85,0,0.44,95.67,8.6,138.83
-0.8,0.18,0.48,76.58,25.83,149.97
-0.7,0.26,0.5,75.41,22.47,159.81
-0.49,0.39,0.28,74.14,47.16,129.28
-0.37,0.49,0.21,71.29,13.27,121.84
-0.32,0.65,0.16,44.48,33.84,108.58
-0.18,0.73,0.14,47.26,15.56,100.64
